Name,State,Status,Provisioned Space,Used Space,Host CPU,Host Mem,Guest Mem - %,Host,Guest OS,DNS Name,Notes
application2,Powered On,Normal,233.11  GB,233.11  GB,2645,3111,87,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),application2.adcfs.capita.co.uk,
BAUBCKPSMSOP01,Powered On,Normal,34.22  GB,16.2  GB,22,4150,2,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),BAUBCKPSMSOP01.GSPPRI.Capita.co.uk,
BAUBCKPSMSQL01,Powered On,Normal,54.22  GB,27.01  GB,91,4154,0,cfsbckpsmesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),BAUBCKPSMSQL01.GSPPRI.Capita.co.uk,
BAUBCKPSMWEB01,Powered On,Normal,44.22  GB,17.75  GB,45,4161,0,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),BAUBCKPSMWEB01.GSPPRI.Capita.co.uk,
BUSTEST,Powered On,Normal,54.36  GB,42.37  GB,115,4090,1,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 (32-bit),bustest.adcfs.capita.co.uk,
capitabecexch01,Powered On,Normal,837.54  GB,778.04  GB,759,4131,13,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),capitabecexch01.central.ad.capita.co.uk,
CFASERVER1,Powered On,Normal,34.03  GB,16.15  GB,23,2040,5,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 (32-bit),cfaserver1.adcfs.capita.co.uk,CFA-online
cfsb1db,Powered On,Normal,236.79  GB,236.79  GB,598,2122,8,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),CFSB1DB.adcfs.capita.co.uk,
cfsb8pri,Powered On,Normal,89.21  GB,89.21  GB,92,1049,12,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),cfsb8pri.adcfs.capita.co.uk,
CFSBCK3PRSVP01,Powered On,Normal,257.12  GB,20.48  GB,713,1037,15,cfsbckitiesx01.adcfs.capita.co.uk,Red Hat Enterprise Linux 6 (32-bit),SP0001687319,
cfsbck3prweb01,Powered On,Normal,56.11  GB,56.11  GB,1472,6185,48,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),cfsbck3prweb01.adcfs.capita.co.uk,
CFSBCKACCAPP01,Powered On,Normal,160.14  GB,160.14  GB,255,10330,8,cfsbckitiesx09.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKACCAPP01.adcfs.capita.co.uk,
CFSBCKACCSQL01,Powered On,Normal,480.2  GB,480.2  GB,415,10315,5,cfsbckitiesx09.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKACCSQL01.adcfs.capita.co.uk,
CFSBCKACTAPP01,Powered On,Normal,42.22  GB,42.22  GB,184,2043,32,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKACTAPP01.adcfs.capita.co.uk,
cfsbckadrapp01,Powered On,Normal,42.12  GB,24.2  GB,46,2071,5,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows 7 (64-bit),CFSBCKADRAPP01,ADRem Server management Tools - for Netware management
cfsbckanyweb01,Powered On,Normal,132.1  GB,109.06  GB,46,2069,8,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),cfsbckanyweb01,
cfsbckanyweb02,Powered On,Normal,144.13  GB,138.36  GB,46,4075,2,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),cfsbckanyweb02,
CFSBCKBAPAPP01,Powered On,Normal,17.2  GB,17.2  GB,23,2104,3,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),CFSBCKBAPAPP01.adcfs.capita.co.uk,
CFSBCKBICSQL01,Powered On,Normal,92.13  GB,92.13  GB,299,2081,28,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKBICSQL01.adcfs.capita.co.uk,
CFSBCKBICWEB01,Powered On,Normal,50.13  GB,50.13  GB,92,2080,22,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKBICWEB01,
CFSBCKBKEAPP01,Powered On,Normal,54.11  GB,24.68  GB,92,4136,6,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKBKEAPP01.adcfs.capita.co.uk,
cfsbckcalapp01,Powered On,Normal,42.8  GB,42.8  GB,1081,2133,28,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),cfsbckcalapp01.adcfs.capita.co.uk,
cfsbckcalweb01,Powered On,Normal,42.8  GB,42.8  GB,46,2134,15,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),cfsbckcalweb01,
CFSBCKCAMAPP01,Powered On,Normal,42.16  GB,42.16  GB,115,2087,26,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKCAMAPP01.adcfs.capita.co.uk,
CFSBCKCBSWEB01,Powered On,Normal,116.11  GB,116.11  GB,161,6187,6,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),CFSBCKCBSWEB01,
CFSBCKCCHAPP01,Powered On,Normal,134.23  GB,134.23  GB,92,4160,14,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKCCHAPP01.adcfs.capita.co.uk,
CFSBCKCFGBLD01,Powered On,Normal,86.22  GB,86.22  GB,92,6220,2,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKCFGBLD01.adcfs.capita.co.uk,
CFSBCKCFGBLD02,Powered On,Normal,156.22  GB,156.22  GB,184,6219,3,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKCFGBLD02.adcfs.capita.co.uk,
cfsbckchpapp01,Powered On,Normal,71.11  GB,71.11  GB,46,1046,26,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),cfsbckchpapp01.adcfs.capita.co.uk,
CFSBCKCMPWEB01,Powered On,Normal,44.11  GB,29.9  GB,115,4133,6,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 (32-bit),CFSBCKCMPWEB01.adcfs.capita.co.uk,
CFSBCKCOWAPP01,Powered On,Normal,56.23  GB,56.23  GB,345,6085,6,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),CFSBCKCOWAPP01.adcfs.capita.co.uk,
CFSBCKCOWAPP02,Powered On,Normal,36.11  GB,36.11  GB,92,6074,4,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),CFSBCKCOWAPP02.adcfs.capita.co.uk,
CFSBCKCOWAPP03,Powered On,Normal,36.09  GB,36.09  GB,92,6100,4,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),CFSBCKCOWAPP03.adcfs.capita.co.uk,
CFSBCKCOWVDI001,Powered On,Normal,42.12  GB,42.12  GB,115,2081,9,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows 7 (64-bit),CFSBCKCOWVDI001.adcfs.capita.co.uk,
CFSBCKCOWWEB01,Powered On,Normal,56.11  GB,56.11  GB,115,6183,3,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),CFSBCKCOWWEB01,
CFSBCKCOWWEB02,Powered On,Normal,36.19  GB,36.19  GB,69,6083,2,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),CFSBCKCOWWEB02,
CFSBCKCOWWEB03,Powered On,Warning,36.11  GB,36.11  GB,92,6078,2,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),CFSBCKCOWWEB03,
CFSBCKCPFSQL01,Powered On,Normal,74.13  GB,74.13  GB,253,4136,11,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKCPFSQL01.adcfs.capita.co.uk,
CFSBCKCPFWEB01,Powered On,Normal,44.12  GB,44.12  GB,161,4137,5,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKCPFWEB01,
CFSBCKCRTAPP01,Powered On,Normal,30.63  GB,30.63  GB,46,533,16,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),CFSBCKCRTAPP01.adcfs.capita.co.uk,
cfsbckcrwweb02,Powered On,Normal,31.27  GB,31.27  GB,69,1049,9,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),cfsbckcrwweb02.adcfs.capita.co.uk,
cfsbckctxweb01,Powered On,Normal,82.16  GB,82.16  GB,23,2070,5,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKCTXWEB01.adcfs.capita.co.uk,Citrix Web Server for Diageo.
cfsbckctxweb02,Powered On,Normal,82.22  GB,82.22  GB,23,2079,5,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),cfsbckctxweb02.adcfs.capita.co.uk,Citrix Web Server for Diageo.
cfsbckdimapp01,Powered On,Normal,96.22  GB,96.22  GB,161,6219,9,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKDIMAPP01.adcfs.capita.co.uk,
cfsbckdimapp02,Powered On,Normal,56.11  GB,56.11  GB,184,6191,10,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),cfsbckdimapp02.adcfs.capita.co.uk,
CFSBCKDIMAPP03,Powered On,Normal,78.13  GB,78.13  GB,299,12356,10,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSBCKDIMAPP03.adcfs.capita.co.uk,
CFSBCKDIMBAT01,Powered On,Normal,54.11  GB,54.11  GB,138,4134,13,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),CFSBCKDIMBAT01.adcfs.capita.co.uk,
CFSBCKDIMCAL01,Powered On,Normal,54.11  GB,54.11  GB,69,4135,25,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),CFSBCKDIMCAL01.adcfs.capita.co.uk,
